@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute freq numeric
@attribute amp numeric
@attribute index numeric
@attribute fx numeric
@attribute release numeric
@attribute phase numeric

@data
676,'2023/11/30 16:16:49:103',26,0,0,1,0,1,0,0,0,0,0,436,30,1,0,0,0.45512,0.032012
677,'2023/11/30 16:16:49:356',26,0,0,1,0,1,0,0,0,0,0,435,30,1,0,0,0.45512,0.032012
678,'2023/11/30 16:16:49:608',26,0,0,1,0,1,0,0,0,0,0,436,30,1,0,0,0.45512,0.032012
679,'2023/11/30 16:16:49:856',26,0,0,1,0,1,0,0,0,0,0,436,30,1,0,0,0.45512,0.032012
680,'2023/11/30 16:16:50:107',26,0,0,1,0,1,0,0,0,0,0,435,30,1,0,0,0.45512,0.032012
681,'2023/11/30 16:16:50:356',26,0,0,1,0,1,0,0,0,0,0,436,47,1,0,0,0.45512,0.032012
682,'2023/11/30 16:16:50:609',26,0,0,1,0,1,0,0,0,0,0,436,58,1,0,0,0.45512,0.032012
683,'2023/11/30 16:16:50:860',26,0,0,1,0,1,0,0,0,0,0,436,69,1,0,0,0.45512,0.032012
684,'2023/11/30 16:16:51:109',26,0,0,1,0,1,0,0,0,0,0,436,78,1,0,0,0.45512,0.032012
685,'2023/11/30 16:16:51:360',26,0,0,1,0,1,0,0,0,0,0,435,90,1,0,0,0.45512,0.032012
686,'2023/11/30 16:16:51:621',26,0,0,1,0,1,0,0,0,0,0,436,102,1,0,0,0.45512,0.032012
687,'2023/11/30 16:16:51:864',26,0,0,1,0,1,0,0,0,0,0,434,110,1,0,0,0.45512,0.032012
688,'2023/11/30 16:16:52:112',26,0,0,1,0,1,0,0,0,0,0,436,114,1,0,0,0.45512,0.032012
689,'2023/11/30 16:16:52:365',26,0,0,1,0,1,0,0,0,0,0,435,113,1,0,0,0.45512,0.032012
690,'2023/11/30 16:16:52:612',26,0,0,1,0,1,0,0,0,0,0,436,106,1,0,0,0.45512,0.032012
691,'2023/11/30 16:16:52:865',26,0,0,1,0,1,0,0,0,0,0,435,97,1,0,0,0.45512,0.032012
692,'2023/11/30 16:16:53:117',26,0,0,1,0,1,0,0,0,0,0,436,87,1,0,0,0.45512,0.032012
693,'2023/11/30 16:16:53:365',26,0,0,1,0,1,0,0,0,0,0,436,76,1,0,0,0.45512,0.032012
694,'2023/11/30 16:16:53:616',26,0,0,1,0,1,0,0,0,0,0,437,67,1,0,0,0.45512,0.032012
695,'2023/11/30 16:16:53:868',26,0,0,1,0,1,0,0,0,0,0,436,56,1,0,0,0.45512,0.032012
696,'2023/11/30 16:16:54:116',26,0,0,1,0,1,0,0,0,0,0,436,45,1,0,0,0.45512,0.032012
697,'2023/11/30 16:16:54:369',26,0,0,1,0,1,0,0,0,0,0,436,39,1,0,0,0.45512,0.032012
698,'2023/11/30 16:16:54:622',26,0,0,1,0,1,0,0,0,0,0,436,46,1,0,0,0.45512,0.032012
699,'2023/11/30 16:16:54:868',26,0,0,1,0,1,0,0,0,0,0,435,56,1,0,0,0.45512,0.032012
700,'2023/11/30 16:16:55:120',26,0,0,1,0,1,0,0,0,0,0,436,67,1,0,0,0.45512,0.032012
701,'2023/11/30 16:16:55:372',26,0,0,1,0,1,0,0,0,0,0,437,78,1,0,0,0.45512,0.032012
702,'2023/11/30 16:16:55:620',26,0,0,1,0,1,0,0,0,0,0,436,89,1,0,0,0.45512,0.032012
703,'2023/11/30 16:16:55:872',26,0,0,1,0,1,0,0,0,0,0,436,100,1,0,0,0.45512,0.032012
704,'2023/11/30 16:16:56:124',26,0,0,1,0,1,0,0,0,0,0,436,109,1,0,0,0.45512,0.032012
705,'2023/11/30 16:16:56:372',26,0,0,1,0,1,0,0,0,0,0,437,113,1,0,0,0.45512,0.032012
706,'2023/11/30 16:16:56:625',26,0,0,1,0,1,0,0,0,0,0,437,98,1,0,0,0.45512,0.032012
707,'2023/11/30 16:16:56:880',26,0,0,1,0,1,0,0,0,0,0,436,75,1,0,0,0.45512,0.032012
708,'2023/11/30 16:16:57:124',26,0,0,1,0,1,0,0,0,0,0,436,45,1,0,0,0.45512,0.032012
709,'2023/11/30 16:16:57:376',26,0,0,1,0,1,0,0,0,0,0,436,40,1,0,0,0.45512,0.032012
710,'2023/11/30 16:16:57:629',26,0,0,1,0,1,0,0,0,0,0,435,40,1,0,0,0.45512,0.032012
711,'2023/11/30 16:17:15:924',27,0,0,1,0,1,0,0,0,0,0,435,63,0.986892,0,0,0.449483,0
712,'2023/11/30 16:17:16:172',27,0,0,1,0,1,0,0,0,0,0,436,63,0.986892,0,0,0.449483,0
713,'2023/11/30 16:17:16:429',27,0,0,1,0,1,0,0,0,0,0,436,63,0.986892,0,0,0.449483,0
714,'2023/11/30 16:17:16:677',27,0,0,1,0,1,0,0,0,0,0,436,63,0.986892,0,0,0.449483,0
715,'2023/11/30 16:17:16:929',27,0,0,1,0,1,0,0,0,0,0,435,63,0.986892,0,0,0.449483,0.05
716,'2023/11/30 16:17:17:176',27,0,0,1,0,1,0,0,0,0,0,436,63,0.986892,0,0,0.449483,0.19
717,'2023/11/30 16:17:17:429',27,0,0,1,0,1,0,0,0,0,0,436,63,0.986892,0,0,0.449483,0.31
718,'2023/11/30 16:17:17:678',27,0,0,1,0,1,0,0,0,0,0,436,63,0.986892,0,0,0.449483,0.42
719,'2023/11/30 16:17:17:928',27,0,0,1,0,1,0,0,0,0,0,436,63,0.986892,0,0,0.449483,0.48
720,'2023/11/30 16:17:18:180',27,0,0,1,0,1,0,0,0,0,0,435,63,0.986892,0,0,0.449483,0.5
721,'2023/11/30 16:17:18:433',27,0,0,1,0,1,0,0,0,0,0,435,63,0.986892,0,0,0.449483,0.5
722,'2023/11/30 16:17:18:696',27,0,0,1,0,1,0,0,0,0,0,435,63,0.986892,0,0,0.449483,0.5
723,'2023/11/30 16:17:18:933',27,0,0,1,0,1,0,0,0,0,0,436,63,0.986892,0,0,0.449483,0.5
724,'2023/11/30 16:17:19:181',27,0,0,1,0,1,0,0,0,0,0,435,63,0.986892,0,0,0.449483,0.5
725,'2023/11/30 16:17:19:433',27,0,0,1,0,1,0,0,0,0,0,436,63,0.986892,0,0,0.449483,0.5
726,'2023/11/30 16:17:19:685',27,0,0,1,0,1,0,0,0,0,0,436,63,0.986892,0,0,0.449483,0.5
727,'2023/11/30 16:17:19:932',27,0,0,1,0,1,0,0,0,0,0,437,63,0.986892,0,0,0.449483,0.5
728,'2023/11/30 16:17:20:185',27,0,0,1,0,1,0,0,0,0,0,436,63,0.986892,0,0,0.449483,0.5
729,'2023/11/30 16:17:20:437',27,0,0,1,0,1,0,0,0,0,0,436,63,0.986892,0,0,0.449483,0.5
730,'2023/11/30 16:17:20:685',27,0,0,1,0,1,0,0,0,0,0,436,63,0.986892,0,0,0.449483,0.5
